-1,000000;0,100000
-0,999973;0,200000
-0,998524;0,300000
-0,989521;0,400000
-0,967285;0,500000
-0,932003;0,600000
-0,887433;0,700000
-0,837697;0,800000
-0,785973;0,900000
-0,734387;1,000000
-0,684252;1,100000
-0,636332;1,200000
-0,591029;1,300000
-0,548510;1,400000
-0,508793;1,500000
-0,471800;1,600000
-0,437396;1,700000
-0,405419;1,800000
-0,375691;1,900000
-0,348033;2,000000
-0,322271;2,100000
-0,298238;2,200000
-0,275782;2,300000
-0,254760;2,400000
-0,235042;2,500000
-0,216511;2,600000
-0,199058;2,700000
-0,182587;2,800000
-0,167008;2,900000
-0,152244;3,000000
-0,138221;3,100000
-0,124875;3,200000
-0,112147;3,300000
-0,099984;3,400000
-0,088341;3,500000
-0,077176;3,600000
-0,066455;3,700000
-0,056148;3,800000
-0,046231;3,900000
-0,036685;4,000000
-0,027494;4,100000
-0,018649;4,200000
-0,010145;4,300000
-0,001977;4,400000
0,005855;4,500000
0,013348;4,600000
0,020499;4,700000
0,027306;4,800000
0,033765;4,900000
0,039874;5,000000
0,045631;5,100000
0,051036;5,200000
0,056092;5,300000
0,060803;5,400000
0,065174;5,500000
0,069214;5,600000
0,072931;5,700000
0,076337;5,800000
0,079444;5,900000
0,082265;6,000000
0,084815;6,100000
0,087107;6,200000
0,089157;6,300000
0,090979;6,400000
0,092588;6,500000
0,093999;6,600000
0,095225;6,700000
0,096280;6,800000
0,097177;6,900000
0,097929;7,000000
0,098546;7,100000
0,099041;7,200000
0,099423;7,300000
0,099703;7,400000
0,099888;7,500000
0,099988;7,600000
0,100010;7,700000
0,099962;7,800000
0,099850;7,900000
0,099680;8,000000
0,099458;8,100000
0,099189;8,200000
0,098878;8,300000
0,098529;8,400000
0,098146;8,500000
0,097732;8,600000
0,097292;8,700000
0,096827;8,800000
0,096342;8,900000
0,095838;9,000000
0,095317;9,100000
0,094782;9,200000
0,094235;9,300000
0,093677;9,400000
0,093110;9,500000
0,092536;9,600000
0,091955;9,700000
0,091369;9,800000
0,090779;9,900000
0,090186;10,000000
0,089591;10,100000
0,088995;10,200000
0,088398;10,300000
0,087801;10,400000
0,087204;10,500000
0,086609;10,600000
0,086016;10,700000
0,085424;10,800000
0,084835;10,900000
0,084249;11,000000
0,083666;11,100000
0,083087;11,200000
0,082511;11,300000
0,081939;11,400000
0,081371;11,500000
0,080807;11,600000
0,080248;11,700000
0,079693;11,800000
0,079143;11,900000
0,078598;12,000000
0,078057;12,100000
0,077521;12,200000
0,076991;12,300000
0,076465;12,400000
0,075945;12,500000
0,075429;12,600000
0,074918;12,700000
0,074413;12,800000
0,073913;12,900000
0,073418;13,000000
0,072928;13,100000
0,072443;13,200000
0,071963;13,300000
0,071488;13,400000
0,071018;13,500000
0,070553;13,600000
0,070093;13,700000
0,069638;13,800000
0,069187;13,900000
0,068742;14,000000
0,068301;14,100000
0,067865;14,200000
0,067434;14,300000
0,067008;14,400000
0,066586;14,500000
0,066169;14,600000
0,065756;14,700000
0,065347;14,800000
0,064943;14,900000
0,064544;15,000000
0,064149;15,100000
0,063758;15,200000
0,063371;15,300000
0,062988;15,400000
0,062610;15,500000
0,062235;15,600000
0,061865;15,700000
0,061498;15,800000
0,061136;15,900000
0,060777;16,000000
0,060422;16,100000
0,060071;16,200000
0,059724;16,300000
0,059380;16,400000
0,059040;16,500000
0,058703;16,600000
0,058370;16,700000
0,058041;16,800000
0,057715;16,900000
0,057392;17,000000
0,057072;17,100000
0,056756;17,200000
0,056443;17,300000
0,056134;17,400000
0,055827;17,500000
0,055524;17,600000
0,055223;17,700000
0,054926;17,800000
0,054632;17,900000
0,054341;18,000000
0,054052;18,100000
0,053767;18,200000
0,053484;18,300000
0,053204;18,400000
0,052927;18,500000
0,052652;18,600000
0,052381;18,700000
0,052112;18,800000
0,051845;18,900000
0,051581;19,000000
0,051320;19,100000
0,051061;19,200000
0,050805;19,300000
0,050551;19,400000
0,050299;19,500000
0,050050;19,600000
0,049804;19,700000
0,049559;19,800000
0,049317;19,900000
0,049077;20,000000
0,048840;20,100000
0,048604;20,200000
0,048371;20,300000
0,048140;20,400000
0,047911;20,500000
0,047684;20,600000
0,047459;20,700000
0,047236;20,800000
0,047015;20,900000
0,046797;21,000000
0,046580;21,100000
0,046365;21,200000
0,046152;21,300000
0,045941;21,400000
0,045731;21,500000
0,045524;21,600000
0,045318;21,700000
0,045114;21,800000
0,044912;21,900000
0,044712;22,000000
0,044514;22,100000
0,044317;22,200000
0,044122;22,300000
0,043928;22,400000
0,043736;22,500000
0,043546;22,600000
0,043357;22,700000
0,043170;22,800000
0,042985;22,900000
0,042801;23,000000
0,042618;23,100000
0,042438;23,200000
0,042258;23,300000
0,042080;23,400000
0,041904;23,500000
0,041729;23,600000
0,041555;23,700000
0,041383;23,800000
0,041212;23,900000
0,041043;24,000000
0,040874;24,100000
0,040708;24,200000
0,040542;24,300000
0,040378;24,400000
0,040215;24,500000
0,040054;24,600000
0,039894;24,700000
0,039735;24,800000
0,039577;24,900000
0,039420;25,000000
0,039265;25,100000
0,039111;25,200000
0,038958;25,300000
0,038806;25,400000
0,038655;25,500000
0,038506;25,600000
0,038357;25,700000
0,038210;25,800000
0,038064;25,900000
0,037919;26,000000
0,037775;26,100000
0,037632;26,200000
0,037490;26,300000
0,037350;26,400000
0,037210;26,500000
0,037071;26,600000
0,036933;26,700000
0,036797;26,800000
0,036661;26,900000
0,036526;27,000000
0,036392;27,100000
0,036260;27,200000
0,036128;27,300000
0,035997;27,400000
0,035867;27,500000
0,035738;27,600000
0,035610;27,700000
0,035482;27,800000
0,035356;27,900000
0,035231;28,000000
0,035106;28,100000
0,034982;28,200000
0,034859;28,300000
0,034737;28,400000
0,034616;28,500000
0,034496;28,600000
0,034376;28,700000
0,034258;28,800000
0,034140;28,900000
0,034023;29,000000
0,033906;29,100000
